relation_type,from_id,to_id,properties
高频出现在POI,user_041,poi_012,"{""visit_date"": ""2026-02-02"", ""visit_duration"": 59, ""poi_name"": ""\u4e09\u91cc\u5c6f""}"
浏览,user_042,item_011,"{""browse_date"": ""2026-02-11"", ""browse_duration"": 237, ""item_name"": ""\u7279\u65af\u62c9Model 3""}"
点击,user_042,item_002,"{""click_date"": ""2026-01-16"", ""click_source"": ""\u6296\u97f3\u5e7f\u544a"", ""item_name"": ""\u5b9d\u9a6c5\u7cfb""}"
常驻POI,user_042,poi_002,"{""start_date"": ""2023-12-20"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
工作POI,user_042,poi_004,"{""start_date"": ""2025-04-19"", ""poi_name"": ""\u56fd\u8d38CBD""}"
高频出现在POI,user_042,poi_011,"{""visit_date"": ""2026-02-12"", ""visit_duration"": 131, ""poi_name"": ""\u5965\u8fea\u5c55\u5385""}"
使用,user_042,app_007,"{""usage_date"": ""2026-01-22"", ""usage_duration"": 1866, ""app_name"": ""\u74dc\u5b50\u4e8c\u624b\u8f66""}"
使用,user_042,app_008,"{""usage_date"": ""2026-01-30"", ""usage_duration"": 3212, ""app_name"": ""\u4f18\u4fe1\u4e8c\u624b\u8f66""}"
使用,user_042,app_003,"{""usage_date"": ""2026-02-01"", ""usage_duration"": 2305, ""app_name"": ""\u6613\u8f66""}"
浏览,user_043,item_012,"{""browse_date"": ""2026-02-01"", ""browse_duration"": 361, ""item_name"": ""\u7279\u65af\u62c9Model X""}"
浏览,user_043,item_007,"{""browse_date"": ""2026-01-14"", ""browse_duration"": 214, ""item_name"": ""\u5965\u8feaA8""}"
浏览,user_043,item_011,"{""browse_date"": ""2026-02-03"", ""browse_duration"": 203, ""item_name"": ""\u7279\u65af\u62c9Model 3""}"
曝光,user_043,item_004,"{""exposure_date"": ""2026-01-20"", ""exposure_channel"": ""\u89c6\u9891\u5e7f\u544a"", ""item_name"": ""\u5954\u9a70S\u7ea7""}"
点击,user_043,item_011,"{""click_date"": ""2026-01-22"", ""click_source"": ""\u6296\u97f3\u5e7f\u544a"", ""item_name"": ""\u7279\u65af\u62c9Model 3""}"
搜索,user_043,item_014,"{""search_date"": ""2026-02-05"", ""search_keyword"": ""\u4fdd\u65f6\u6377Cayenne"", ""item_name"": ""\u4fdd\u65f6\u6377Cayenne""}"
常驻POI,user_043,poi_003,"{""start_date"": ""2024-09-20"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
高频出现在POI,user_043,poi_012,"{""visit_date"": ""2026-02-01"", ""visit_duration"": 64, ""poi_name"": ""\u4e09\u91cc\u5c6f""}"
高频出现在POI,user_043,poi_007,"{""visit_date"": ""2026-01-28"", ""visit_duration"": 76, ""poi_name"": ""\u5b9d\u9a6c4S\u5e97""}"
浏览,user_044,item_010,"{""browse_date"": ""2026-01-17"", ""browse_duration"": 199, ""item_name"": ""\u7279\u65af\u62c9Model S""}"
浏览,user_044,item_015,"{""browse_date"": ""2026-01-16"", ""browse_duration"": 432, ""item_name"": ""\u4fdd\u65f6\u6377911""}"
浏览,user_044,item_002,"{""browse_date"": ""2026-01-22"", ""browse_duration"": 361, ""item_name"": ""\u5b9d\u9a6c5\u7cfb""}"
曝光,user_044,item_004,"{""exposure_date"": ""2026-01-19"", ""exposure_channel"": ""\u89c6\u9891\u5e7f\u544a"", ""item_name"": ""\u5954\u9a70S\u7ea7""}"
点击,user_044,item_020,"{""click_date"": ""2026-01-20"", ""click_source"": ""\u6296\u97f3\u5e7f\u544a"", ""item_name"": ""\u6c83\u5c14\u6c83XC90""}"
搜索,user_044,item_008,"{""search_date"": ""2026-01-17"", ""search_keyword"": ""\u5965\u8feaA6"", ""item_name"": ""\u5965\u8feaA6""}"
常驻POI,user_044,poi_003,"{""start_date"": ""2023-06-28"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
使用,user_044,app_008,"{""usage_date"": ""2026-02-05"", ""usage_duration"": 1778, ""app_name"": ""\u4f18\u4fe1\u4e8c\u624b\u8f66""}"
使用,user_044,app_008,"{""usage_date"": ""2026-02-05"", ""usage_duration"": 2284, ""app_name"": ""\u4f18\u4fe1\u4e8c\u624b\u8f66""}"
拥有,user_045,item_018,"{""owned_date"": ""2025-02-23"", ""item_name"": ""\u96f7\u514b\u8428\u65afLX""}"
购买,user_045,item_002,"{""purchase_date"": ""2025-10-18"", ""purchase_amount"": 612102, ""item_name"": ""\u5b9d\u9a6c5\u7cfb""}"
浏览,user_045,item_014,"{""browse_date"": ""2026-01-21"", ""browse_duration"": 416, ""item_name"": ""\u4fdd\u65f6\u6377Cayenne""}"
浏览,user_045,item_017,"{""browse_date"": ""2026-01-16"", ""browse_duration"": 130, ""item_name"": ""\u96f7\u514b\u8428\u65afRX""}"
曝光,user_045,item_011,"{""exposure_date"": ""2026-01-29"", ""exposure_channel"": ""\u89c6\u9891\u5e7f\u544a"", ""item_name"": ""\u7279\u65af\u62c9Model 3""}"
点击,user_045,item_002,"{""click_date"": ""2026-01-19"", ""click_source"": ""\u6296\u97f3\u5e7f\u544a"", ""item_name"": ""\u5b9d\u9a6c5\u7cfb""}"
搜索,user_045,item_017,"{""search_date"": ""2026-02-12"", ""search_keyword"": ""\u96f7\u514b\u8428\u65afRX"", ""item_name"": ""\u96f7\u514b\u8428\u65afRX""}"
比价过,user_045,item_006,"{""compare_date"": ""2026-01-17"", ""compared_items"": [""item_006"", ""item_017""]}"
留资,user_045,item_017,"{""register_date"": ""2026-01-19"", ""register_channel"": ""\u5b98\u7f51\u7559\u8d44"", ""item_name"": ""\u96f7\u514b\u8428\u65afRX""}"
常驻POI,user_045,poi_003,"{""start_date"": ""2024-08-04"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
高频出现在POI,user_045,poi_008,"{""visit_date"": ""2026-01-30"", ""visit_duration"": 165, ""poi_name"": ""\u5954\u9a70\u4f53\u9a8c\u4e2d\u5fc3""}"
高频出现在POI,user_045,poi_010,"{""visit_date"": ""2026-01-26"", ""visit_duration"": 112, ""poi_name"": ""\u4fdd\u65f6\u6377\u4e2d\u5fc3""}"
浏览,user_046,item_011,"{""browse_date"": ""2026-02-11"", ""browse_duration"": 212, ""item_name"": ""\u7279\u65af\u62c9Model 3""}"
浏览,user_046,item_014,"{""browse_date"": ""2026-02-12"", ""browse_duration"": 233, ""item_name"": ""\u4fdd\u65f6\u6377Cayenne""}"
曝光,user_046,item_005,"{""exposure_date"": ""2026-01-31"", ""exposure_channel"": ""\u641c\u7d22\u5e7f\u544a"", ""item_name"": ""\u5954\u9a70E\u7ea7""}"
点击,user_046,item_011,"{""click_date"": ""2026-02-01"", ""click_source"": ""\u641c\u7d22\u7ed3\u679c"", ""item_name"": ""\u7279\u65af\u62c9Model 3""}"
搜索,user_046,item_009,"{""search_date"": ""2026-01-24"", ""search_keyword"": ""\u5965\u8feaQ7"", ""item_name"": ""\u5965\u8feaQ7""}"
常驻POI,user_046,poi_002,"{""start_date"": ""2024-11-28"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
使用,user_046,app_012,"{""usage_date"": ""2026-01-17"", ""usage_duration"": 2790, ""app_name"": ""\u5fae\u4fe1""}"
使用,user_046,app_005,"{""usage_date"": ""2026-01-15"", ""usage_duration"": 781, ""app_name"": ""\u5b9d\u9a6c""}"
使用,user_046,app_013,"{""usage_date"": ""2026-01-23"", ""usage_duration"": 3167, ""app_name"": ""\u4eca\u65e5\u5934\u6761""}"
浏览,user_047,item_003,"{""browse_date"": ""2026-02-12"", ""browse_duration"": 258, ""item_name"": ""\u5b9d\u9a6cX5""}"
曝光,user_047,item_012,"{""exposure_date"": ""2026-01-31"", ""exposure_channel"": ""\u670b\u53cb\u5708\u5e7f\u544a"", ""item_name"": ""\u7279\u65af\u62c9Model X""}"
点击,user_047,item_010,"{""click_date"": ""2026-01-24"", ""click_source"": ""\u5fae\u4fe1\u5e7f\u544a"", ""item_name"": ""\u7279\u65af\u62c9Model S""}"
搜索,user_047,item_010,"{""search_date"": ""2026-01-28"", ""search_keyword"": ""\u7279\u65af\u62c9Model S"", ""item_name"": ""\u7279\u65af\u62c9Model S""}"
留资,user_047,item_013,"{""register_date"": ""2026-02-08"", ""register_channel"": ""\u5b98\u7f51\u7559\u8d44"", ""item_name"": ""\u4fdd\u65f6\u6377Panamera""}"
常驻POI,user_047,poi_002,"{""start_date"": ""2024-05-13"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
工作POI,user_047,poi_005,"{""start_date"": ""2024-04-17"", ""poi_name"": ""\u4e2d\u5173\u6751\u8f6f\u4ef6\u56ed""}"
高频出现在POI,user_047,poi_011,"{""visit_date"": ""2026-01-29"", ""visit_duration"": 124, ""poi_name"": ""\u5965\u8fea\u5c55\u5385""}"
高频出现在POI,user_047,poi_012,"{""visit_date"": ""2026-01-15"", ""visit_duration"": 74, ""poi_name"": ""\u4e09\u91cc\u5c6f""}"
使用,user_047,app_010,"{""usage_date"": ""2026-02-08"", ""usage_duration"": 728, ""app_name"": ""\u9ad8\u5fb7\u5730\u56fe""}"
拥有,user_048,item_013,"{""owned_date"": ""2025-09-17"", ""item_name"": ""\u4fdd\u65f6\u6377Panamera""}"
曝光,user_048,item_005,"{""exposure_date"": ""2026-01-19"", ""exposure_channel"": ""\u670b\u53cb\u5708\u5e7f\u544a"", ""item_name"": ""\u5954\u9a70E\u7ea7""}"
点击,user_048,item_011,"{""click_date"": ""2026-02-02"", ""click_source"": ""APP\u63a8\u9001"", ""item_name"": ""\u7279\u65af\u62c9Model 3""}"
比价过,user_048,item_011,"{""compare_date"": ""2026-01-23"", ""compared_items"": [""item_011"", ""item_018""]}"
留资,user_048,item_001,"{""register_date"": ""2026-01-26"", ""register_channel"": ""APP\u7559\u8d44"", ""item_name"": ""\u5b9d\u9a6c7\u7cfb""}"
常驻POI,user_048,poi_002,"{""start_date"": ""2023-04-05"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
高频出现在POI,user_048,poi_012,"{""visit_date"": ""2026-02-07"", ""visit_duration"": 120, ""poi_name"": ""\u4e09\u91cc\u5c6f""}"
拥有,user_049,item_008,"{""owned_date"": ""2025-11-30"", ""item_name"": ""\u5965\u8feaA6""}"
浏览,user_049,item_017,"{""browse_date"": ""2026-02-09"", ""browse_duration"": 534, ""item_name"": ""\u96f7\u514b\u8428\u65afRX""}"
浏览,user_049,item_017,"{""browse_date"": ""2026-01-29"", ""browse_duration"": 492, ""item_name"": ""\u96f7\u514b\u8428\u65afRX""}"
浏览,user_049,item_013,"{""browse_date"": ""2026-01-20"", ""browse_duration"": 297, ""item_name"": ""\u4fdd\u65f6\u6377Panamera""}"
曝光,user_049,item_008,"{""exposure_date"": ""2026-01-17"", ""exposure_channel"": ""\u89c6\u9891\u5e7f\u544a"", ""item_name"": ""\u5965\u8feaA6""}"
点击,user_049,item_020,"{""click_date"": ""2026-01-17"", ""click_source"": ""\u641c\u7d22\u7ed3\u679c"", ""item_name"": ""\u6c83\u5c14\u6c83XC90""}"
搜索,user_049,item_014,"{""search_date"": ""2026-02-09"", ""search_keyword"": ""\u4fdd\u65f6\u6377Cayenne"", ""item_name"": ""\u4fdd\u65f6\u6377Cayenne""}"
比价过,user_049,item_016,"{""compare_date"": ""2026-01-25"", ""compared_items"": [""item_016"", ""item_004""]}"
常驻POI,user_049,poi_002,"{""start_date"": ""2023-06-02"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
工作POI,user_049,poi_005,"{""start_date"": ""2025-06-29"", ""poi_name"": ""\u4e2d\u5173\u6751\u8f6f\u4ef6\u56ed""}"
高频出现在POI,user_049,poi_012,"{""visit_date"": ""2026-01-17"", ""visit_duration"": 121, ""poi_name"": ""\u4e09\u91cc\u5c6f""}"
高频出现在POI,user_049,poi_010,"{""visit_date"": ""2026-02-07"", ""visit_duration"": 76, ""poi_name"": ""\u4fdd\u65f6\u6377\u4e2d\u5fc3""}"
使用,user_049,app_002,"{""usage_date"": ""2026-01-29"", ""usage_duration"": 1659, ""app_name"": ""\u61c2\u8f66\u5e1d""}"
浏览,user_050,item_006,"{""browse_date"": ""2026-01-23"", ""browse_duration"": 270, ""item_name"": ""\u5954\u9a70GLC""}"
浏览,user_050,item_013,"{""browse_date"": ""2026-01-21"", ""browse_duration"": 246, ""item_name"": ""\u4fdd\u65f6\u6377Panamera""}"
曝光,user_050,item_018,"{""exposure_date"": ""2026-02-08"", ""exposure_channel"": ""\u641c\u7d22\u5e7f\u544a"", ""item_name"": ""\u96f7\u514b\u8428\u65afLX""}"
搜索,user_050,item_014,"{""search_date"": ""2026-01-22"", ""search_keyword"": ""\u4fdd\u65f6\u6377Cayenne"", ""item_name"": ""\u4fdd\u65f6\u6377Cayenne""}"
比价过,user_050,item_002,"{""compare_date"": ""2026-01-28"", ""compared_items"": [""item_002"", ""item_018""]}"
常驻POI,user_050,poi_002,"{""start_date"": ""2023-05-13"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
工作POI,user_050,poi_005,"{""start_date"": ""2024-03-17"", ""poi_name"": ""\u4e2d\u5173\u6751\u8f6f\u4ef6\u56ed""}"
使用,user_050,app_005,"{""usage_date"": ""2026-01-22"", ""usage_duration"": 1897, ""app_name"": ""\u5b9d\u9a6c""}"
使用,user_050,app_013,"{""usage_date"": ""2026-02-04"", ""usage_duration"": 892, ""app_name"": ""\u4eca\u65e5\u5934\u6761""}"
使用,user_050,app_006,"{""usage_date"": ""2026-01-21"", ""usage_duration"": 3266, ""app_name"": ""\u5954\u9a70""}"
拥有,user_051,item_007,"{""owned_date"": ""2025-07-23"", ""item_name"": ""\u5965\u8feaA8""}"
浏览,user_051,item_005,"{""browse_date"": ""2026-02-10"", ""browse_duration"": 462, ""item_name"": ""\u5954\u9a70E\u7ea7""}"
搜索,user_051,item_020,"{""search_date"": ""2026-01-24"", ""search_keyword"": ""\u6c83\u5c14\u6c83XC90"", ""item_name"": ""\u6c83\u5c14\u6c83XC90""}"
比价过,user_051,item_002,"{""compare_date"": ""2026-01-28"", ""compared_items"": [""item_002"", ""item_006""]}"
常驻POI,user_051,poi_002,"{""start_date"": ""2025-02-05"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
高频出现在POI,user_051,poi_009,"{""visit_date"": ""2026-02-08"", ""visit_duration"": 131, ""poi_name"": ""\u7279\u65af\u62c9\u4f53\u9a8c\u5e97""}"
高频出现在POI,user_051,poi_008,"{""visit_date"": ""2026-02-02"", ""visit_duration"": 73, ""poi_name"": ""\u5954\u9a70\u4f53\u9a8c\u4e2d\u5fc3""}"
使用,user_051,app_011,"{""usage_date"": ""2026-01-16"", ""usage_duration"": 1181, ""app_name"": ""\u6296\u97f3""}"
使用,user_051,app_010,"{""usage_date"": ""2026-01-15"", ""usage_duration"": 2833, ""app_name"": ""\u9ad8\u5fb7\u5730\u56fe""}"
点击,user_052,item_006,"{""click_date"": ""2026-01-16"", ""click_source"": ""\u641c\u7d22\u7ed3\u679c"", ""item_name"": ""\u5954\u9a70GLC""}"
常驻POI,user_052,poi_003,"{""start_date"": ""2024-05-22"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
工作POI,user_052,poi_006,"{""start_date"": ""2024-10-21"", ""poi_name"": ""\u91d1\u878d\u8857""}"
使用,user_052,app_005,"{""usage_date"": ""2026-01-23"", ""usage_duration"": 2514, ""app_name"": ""\u5b9d\u9a6c""}"
使用,user_052,app_010,"{""usage_date"": ""2026-01-25"", ""usage_duration"": 674, ""app_name"": ""\u9ad8\u5fb7\u5730\u56fe""}"
拥有,user_053,item_018,"{""owned_date"": ""2025-07-29"", ""item_name"": ""\u96f7\u514b\u8428\u65afLX""}"
浏览,user_053,item_004,"{""browse_date"": ""2026-01-26"", ""browse_duration"": 131, ""item_name"": ""\u5954\u9a70S\u7ea7""}"
浏览,user_053,item_011,"{""browse_date"": ""2026-01-28"", ""browse_duration"": 459, ""item_name"": ""\u7279\u65af\u62c9Model 3""}"
浏览,user_053,item_001,"{""browse_date"": ""2026-01-27"", ""browse_duration"": 479, ""item_name"": ""\u5b9d\u9a6c7\u7cfb""}"
常驻POI,user_053,poi_002,"{""start_date"": ""2024-06-17"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
工作POI,user_053,poi_004,"{""start_date"": ""2025-05-14"", ""poi_name"": ""\u56fd\u8d38CBD""}"
使用,user_053,app_006,"{""usage_date"": ""2026-02-10"", ""usage_duration"": 2642, ""app_name"": ""\u5954\u9a70""}"
使用,user_053,app_003,"{""usage_date"": ""2026-01-31"", ""usage_duration"": 1454, ""app_name"": ""\u6613\u8f66""}"
浏览,user_054,item_008,"{""browse_date"": ""2026-01-26"", ""browse_duration"": 516, ""item_name"": ""\u5965\u8feaA6""}"
浏览,user_054,item_015,"{""browse_date"": ""2026-02-01"", ""browse_duration"": 557, ""item_name"": ""\u4fdd\u65f6\u6377911""}"
浏览,user_054,item_004,"{""browse_date"": ""2026-01-26"", ""browse_duration"": 384, ""item_name"": ""\u5954\u9a70S\u7ea7""}"
曝光,user_054,item_004,"{""exposure_date"": ""2026-02-02"", ""exposure_channel"": ""\u641c\u7d22\u5e7f\u544a"", ""item_name"": ""\u5954\u9a70S\u7ea7""}"
点击,user_054,item_014,"{""click_date"": ""2026-01-17"", ""click_source"": ""APP\u63a8\u9001"", ""item_name"": ""\u4fdd\u65f6\u6377Cayenne""}"
搜索,user_054,item_010,"{""search_date"": ""2026-01-23"", ""search_keyword"": ""\u7279\u65af\u62c9Model S"", ""item_name"": ""\u7279\u65af\u62c9Model S""}"
常驻POI,user_054,poi_003,"{""start_date"": ""2024-07-02"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
工作POI,user_054,poi_004,"{""start_date"": ""2025-04-20"", ""poi_name"": ""\u56fd\u8d38CBD""}"
高频出现在POI,user_054,poi_012,"{""visit_date"": ""2026-01-14"", ""visit_duration"": 150, ""poi_name"": ""\u4e09\u91cc\u5c6f""}"
使用,user_054,app_010,"{""usage_date"": ""2026-01-28"", ""usage_duration"": 804, ""app_name"": ""\u9ad8\u5fb7\u5730\u56fe""}"
使用,user_054,app_006,"{""usage_date"": ""2026-01-27"", ""usage_duration"": 1615, ""app_name"": ""\u5954\u9a70""}"
浏览,user_055,item_009,"{""browse_date"": ""2026-01-21"", ""browse_duration"": 129, ""item_name"": ""\u5965\u8feaQ7""}"
浏览,user_055,item_013,"{""browse_date"": ""2026-01-18"", ""browse_duration"": 450, ""item_name"": ""\u4fdd\u65f6\u6377Panamera""}"
曝光,user_055,item_006,"{""exposure_date"": ""2026-01-29"", ""exposure_channel"": ""\u89c6\u9891\u5e7f\u544a"", ""item_name"": ""\u5954\u9a70GLC""}"
点击,user_055,item_007,"{""click_date"": ""2026-02-01"", ""click_source"": ""\u5fae\u4fe1\u5e7f\u544a"", ""item_name"": ""\u5965\u8feaA8""}"
搜索,user_055,item_002,"{""search_date"": ""2026-01-16"", ""search_keyword"": ""\u5b9d\u9a6c5\u7cfb"", ""item_name"": ""\u5b9d\u9a6c5\u7cfb""}"
比价过,user_055,item_015,"{""compare_date"": ""2026-02-05"", ""compared_items"": [""item_015"", ""item_019""]}"
留资,user_055,item_008,"{""register_date"": ""2026-02-01"", ""register_channel"": ""\u5b98\u7f51\u7559\u8d44"", ""item_name"": ""\u5965\u8feaA6""}"
常驻POI,user_055,poi_002,"{""start_date"": ""2025-01-27"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
工作POI,user_055,poi_004,"{""start_date"": ""2025-04-17"", ""poi_name"": ""\u56fd\u8d38CBD""}"
高频出现在POI,user_055,poi_009,"{""visit_date"": ""2026-01-15"", ""visit_duration"": 180, ""poi_name"": ""\u7279\u65af\u62c9\u4f53\u9a8c\u5e97""}"
使用,user_055,app_005,"{""usage_date"": ""2026-01-14"", ""usage_duration"": 1892, ""app_name"": ""\u5b9d\u9a6c""}"
使用,user_055,app_004,"{""usage_date"": ""2026-02-06"", ""usage_duration"": 3108, ""app_name"": ""\u7279\u65af\u62c9""}"
点击,user_056,item_015,"{""click_date"": ""2026-02-09"", ""click_source"": ""\u5fae\u4fe1\u5e7f\u544a"", ""item_name"": ""\u4fdd\u65f6\u6377911""}"
常驻POI,user_056,poi_002,"{""start_date"": ""2023-06-26"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
工作POI,user_056,poi_006,"{""start_date"": ""2024-03-20"", ""poi_name"": ""\u91d1\u878d\u8857""}"
高频出现在POI,user_056,poi_012,"{""visit_date"": ""2026-01-28"", ""visit_duration"": 92, ""poi_name"": ""\u4e09\u91cc\u5c6f""}"
使用,user_056,app_011,"{""usage_date"": ""2026-01-31"", ""usage_duration"": 890, ""app_name"": ""\u6296\u97f3""}"
使用,user_056,app_004,"{""usage_date"": ""2026-01-20"", ""usage_duration"": 2575, ""app_name"": ""\u7279\u65af\u62c9""}"
浏览,user_057,item_004,"{""browse_date"": ""2026-01-17"", ""browse_duration"": 539, ""item_name"": ""\u5954\u9a70S\u7ea7""}"
曝光,user_057,item_007,"{""exposure_date"": ""2026-02-05"", ""exposure_channel"": ""\u4fe1\u606f\u6d41\u5e7f\u544a"", ""item_name"": ""\u5965\u8feaA8""}"
点击,user_057,item_006,"{""click_date"": ""2026-01-20"", ""click_source"": ""\u5fae\u4fe1\u5e7f\u544a"", ""item_name"": ""\u5954\u9a70GLC""}"
搜索,user_057,item_020,"{""search_date"": ""2026-01-28"", ""search_keyword"": ""\u6c83\u5c14\u6c83XC90"", ""item_name"": ""\u6c83\u5c14\u6c83XC90""}"
常驻POI,user_057,poi_003,"{""start_date"": ""2024-09-29"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
工作POI,user_057,poi_006,"{""start_date"": ""2025-02-24"", ""poi_name"": ""\u91d1\u878d\u8857""}"
使用,user_057,app_012,"{""usage_date"": ""2026-02-10"", ""usage_duration"": 1177, ""app_name"": ""\u5fae\u4fe1""}"
搜索,user_058,item_008,"{""search_date"": ""2026-02-11"", ""search_keyword"": ""\u5965\u8feaA6"", ""item_name"": ""\u5965\u8feaA6""}"
比价过,user_058,item_014,"{""compare_date"": ""2026-01-24"", ""compared_items"": [""item_014"", ""item_008""]}"
留资,user_058,item_008,"{""register_date"": ""2026-01-16"", ""register_channel"": ""\u7535\u8bdd\u7559\u8d44"", ""item_name"": ""\u5965\u8feaA6""}"
常驻POI,user_058,poi_002,"{""start_date"": ""2024-10-16"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
工作POI,user_058,poi_006,"{""start_date"": ""2025-02-14"", ""poi_name"": ""\u91d1\u878d\u8857""}"
使用,user_058,app_008,"{""usage_date"": ""2026-01-27"", ""usage_duration"": 1556, ""app_name"": ""\u4f18\u4fe1\u4e8c\u624b\u8f66""}"
使用,user_058,app_008,"{""usage_date"": ""2026-02-08"", ""usage_duration"": 2580, ""app_name"": ""\u4f18\u4fe1\u4e8c\u624b\u8f66""}"
浏览,user_059,item_014,"{""browse_date"": ""2026-01-15"", ""browse_duration"": 110, ""item_name"": ""\u4fdd\u65f6\u6377Cayenne""}"
浏览,user_059,item_015,"{""browse_date"": ""2026-02-10"", ""browse_duration"": 600, ""item_name"": ""\u4fdd\u65f6\u6377911""}"
浏览,user_059,item_007,"{""browse_date"": ""2026-02-10"", ""browse_duration"": 233, ""item_name"": ""\u5965\u8feaA8""}"
点击,user_059,item_013,"{""click_date"": ""2026-01-21"", ""click_source"": ""\u641c\u7d22\u7ed3\u679c"", ""item_name"": ""\u4fdd\u65f6\u6377Panamera""}"
搜索,user_059,item_003,"{""search_date"": ""2026-02-05"", ""search_keyword"": ""\u5b9d\u9a6cX5"", ""item_name"": ""\u5b9d\u9a6cX5""}"
常驻POI,user_059,poi_001,"{""start_date"": ""2023-04-22"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
工作POI,user_059,poi_006,"{""start_date"": ""2025-04-28"", ""poi_name"": ""\u91d1\u878d\u8857""}"
使用,user_059,app_005,"{""usage_date"": ""2026-01-17"", ""usage_duration"": 3314, ""app_name"": ""\u5b9d\u9a6c""}"
使用,user_059,app_012,"{""usage_date"": ""2026-01-17"", ""usage_duration"": 929, ""app_name"": ""\u5fae\u4fe1""}"
使用,user_059,app_011,"{""usage_date"": ""2026-01-15"", ""usage_duration"": 1254, ""app_name"": ""\u6296\u97f3""}"
浏览,user_060,item_014,"{""browse_date"": ""2026-02-01"", ""browse_duration"": 583, ""item_name"": ""\u4fdd\u65f6\u6377Cayenne""}"
曝光,user_060,item_017,"{""exposure_date"": ""2026-01-24"", ""exposure_channel"": ""\u4fe1\u606f\u6d41\u5e7f\u544a"", ""item_name"": ""\u96f7\u514b\u8428\u65afRX""}"
常驻POI,user_060,poi_001,"{""start_date"": ""2024-01-26"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
高频出现在POI,user_060,poi_010,"{""visit_date"": ""2026-01-28"", ""visit_duration"": 126, ""poi_name"": ""\u4fdd\u65f6\u6377\u4e2d\u5fc3""}"
使用,user_060,app_007,"{""usage_date"": ""2026-02-08"", ""usage_duration"": 1401, ""app_name"": ""\u74dc\u5b50\u4e8c\u624b\u8f66""}"
浏览,user_061,item_007,"{""browse_date"": ""2026-02-07"", ""browse_duration"": 435, ""item_name"": ""\u5965\u8feaA8""}"
浏览,user_061,item_003,"{""browse_date"": ""2026-01-22"", ""browse_duration"": 552, ""item_name"": ""\u5b9d\u9a6cX5""}"
浏览,user_061,item_006,"{""browse_date"": ""2026-01-26"", ""browse_duration"": 429, ""item_name"": ""\u5954\u9a70GLC""}"
曝光,user_061,item_003,"{""exposure_date"": ""2026-02-07"", ""exposure_channel"": ""\u670b\u53cb\u5708\u5e7f\u544a"", ""item_name"": ""\u5b9d\u9a6cX5""}"
点击,user_061,item_003,"{""click_date"": ""2026-01-31"", ""click_source"": ""\u6296\u97f3\u5e7f\u544a"", ""item_name"": ""\u5b9d\u9a6cX5""}"
比价过,user_061,item_006,"{""compare_date"": ""2026-02-10"", ""compared_items"": [""item_006"", ""item_002""]}"
常驻POI,user_061,poi_003,"{""start_date"": ""2024-10-02"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
工作POI,user_061,poi_006,"{""start_date"": ""2024-07-13"", ""poi_name"": ""\u91d1\u878d\u8857""}"
高频出现在POI,user_061,poi_013,"{""visit_date"": ""2026-01-24"", ""visit_duration"": 89, ""poi_name"": ""\u897f\u5355""}"
高频出现在POI,user_061,poi_014,"{""visit_date"": ""2026-02-12"", ""visit_duration"": 117, ""poi_name"": ""\u738b\u5e9c\u4e95""}"
使用,user_061,app_002,"{""usage_date"": ""2026-01-28"", ""usage_duration"": 3241, ""app_name"": ""\u61c2\u8f66\u5e1d""}"
使用,user_061,app_013,"{""usage_date"": ""2026-01-20"", ""usage_duration"": 2615, ""app_name"": ""\u4eca\u65e5\u5934\u6761""}"
使用,user_061,app_010,"{""usage_date"": ""2026-02-02"", ""usage_duration"": 2603, ""app_name"": ""\u9ad8\u5fb7\u5730\u56fe""}"
购买,user_062,item_020,"{""purchase_date"": ""2025-12-22"", ""purchase_amount"": 521426, ""item_name"": ""\u6c83\u5c14\u6c83XC90""}"
浏览,user_062,item_017,"{""browse_date"": ""2026-01-31"", ""browse_duration"": 151, ""item_name"": ""\u96f7\u514b\u8428\u65afRX""}"
浏览,user_062,item_001,"{""browse_date"": ""2026-01-25"", ""browse_duration"": 322, ""item_name"": ""\u5b9d\u9a6c7\u7cfb""}"
